PID,Season,contestant,ChW,ChA,ChW%,SO,VFB,VAP,TotV,TCA,TC%,wTCR,VFT,JVF,TotJ,JV%,SurvSc,SurvAv,Days,Finish,Time,nonVFB,VFB%,nVFB%,NoJ,InRCA,InRCW,InICA,InICW,InChA,InChW,InChW%,TRCA,TRCW,TICA,TICW,TChA,TChW,TChW%,TrCh 2nd,TrCh 3rd,Exile,TVA,VAT%,NI VFT,NI VFT%,Gender,Day 1 Filming date,Age,Hometown,State,Population of Hometown,Profession,Job Code (SOC),Collar,Generation
16,1,Sonja Christopher,0,0.13,0,0,0,4,8,1,-0.5,0,0,0,7,0,-0.5,0,3,16,1,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0,0,0,0,1,1,0,0,F,3/13/2000,63,Walnut Creek,CA,68910,Gym Teacher / Retired,25-2000,W,Silent
15,1,B.B. Andersen,0.25,0.39,0.64,0,0,6,8,1,-0.75,0,0,0,7,0,-0.11,0.25,6,15,1,1,0,1,0.25,0,0,0,0,0,0,#DIV/0!,1,1,2,1,3,2,0.667,0,0,0,1,1,0,0,M,3/13/2000,64,Mission Hills,KS,3601,Real Estate Developer,Nov-40,W,Silent
14,1,Stacey Stillman,0.29,0.68,0.42,0,0,6,15,2,-0.2,0,0,0,7,0,0.22,0.29,9,14,1,2,0,1,0.29,0,0,0,0,0,0,#DIV/0!,2,1,3,1,5,2,0.4,0,0,0,2,1,0,0,F,3/13/2000,27,San Francisco,CA,864816,Attorney,23-1011,W,X
13,1,Ramona Gray,0.39,0.99,0.4,1,1,6,15,2,0.3,1.4,0,0,7,0,0.7,1.79,12,13,1,1,0.5,0.5,1.79,0,0,0,0,0,0,#DIV/0!,3,1,4,2,7,3,0.429,0,0,0,2,1,0,0,F,3/13/2000,29,Edison,NJ,102548,Biochemist,19-1021,W,X
12,1,Dirk Been,0.62,1.51,0.41,1,2,4,21,3,0.6,2.33,2,0,7,0,1.01,2.95,15,12,1,1,0.67,0.33,2.95,0,0,0,0,0,0,#DIV/0!,4,2,5,2,9,4,0.444,0,0,0,1,0.33,2,0.67,M,3/13/2000,23,Spring Green,WI,1648,Dairy Farmer,10-Nov,B,X
11,1,Joel Klug,0.89,2.07,0.43,1,2,4,21,3,0.6,2.33,2,0,7,0,1.03,3.23,18,11,1,1,0.67,0.33,3.23,0,0,0,0,0,0,#DIV/0!,5,2,6,3,11,5,0.455,0,0,0,1,0.33,2,0.67,M,3/13/2000,27,Sherwood,AR,30517,Health Club Consultant,13-1111,W,X
10,1,Gretchen Cordy,1.23,3.07,0.4,0,3,4,31,4,0.72,2.63,3,0,7,0,1.12,3.85,21,10,1,1,0.75,0.25,3.85,0,0,1,0,1,0,0,5,3,6,3,11,6,0.545,0,0,0,1,0.25,3,0.75,F,3/13/2000,38,Clarksville,TN,166722,Teacher,25-2000,W,Baby Boomer
9,1,Greg Buis,2.56,5.07,0.5,2,1,6,40,5,0.17,0.56,4,0,7,0,0.67,3.12,24,9,1,4,0.2,0.8,3.12,1,1,2,1,3,2,0.67,5,1,6,3,11,4,0.364,0,0,0,1,0.2,2,0.5,M,3/13/2000,24,Gold Hill,CO,195,Ivy League Graduate,54-0000,W,X
8,1,Jenna Lewis,1.23,7.07,0.17,0,4,11,48,6,0.63,1.24,1,0,7,0,0.8,2.47,27,8,1,2,0.67,0.33,2.47,2,0,3,0,5,0,0,5,3,6,3,11,6,0.545,0,0,0,5,0.83,1,0.17,F,3/13/2000,22,Franklin,NH,8450,Student,54-0000,?,X
7,1,Gervase Peterson,2.89,9.07,0.32,2,1,6,55,7,0.13,0.4,5,0,7,0,0.45,3.29,30,7,1,6,0.14,0.86,3.29,3,1,4,1,7,2,0.29,5,2,6,3,11,5,0.455,0,0,0,2,0.29,3,0.5,M,3/13/2000,30,Willingboro,NJ,31668,YMCA Basketball Coach,27-2022,N,X
6,1,Colleen Haskell,2.56,12.07,0.21,3,3,7,61,8,0.36,0.95,5,0,7,0,0.57,3.51,33,6,1,5,0.38,0.63,3.51,5,2,5,0,10,2,0.2,5,1,6,3,11,4,0.364,0,0,0,3,0.38,3,0.38,F,3/13/2000,23,Miami Beach,FL,92312,Student,54-0000,?,X
5,1,Sean Keniff,1.87,14.1,0.13,0,6,9,66,9,0.65,1.44,5,0,7,0,0.78,3.3,36,5,1,3,0.67,0.33,3.3,6,1,6,0,12,1,0.08,5,2,6,3,11,5,0.455,0,0,0,4,0.44,4,0.44,M,3/13/2000,30,Carle Place,NY,4981,Neurologist,29-1217,W,X
4,1,Sue Hawk,0.87,15.1,0.06,0,9,5,70,10,0.89,2.8,6,0,7,0,0.95,3.67,37,4,1,1,0.9,0.1,3.67,6,0,7,0,13,0,0,5,2,6,3,11,5,0.455,0,0,0,4,0.4,6,0.6,F,3/13/2000,38,Palmyra,WI,1776,Truck Driver,53-3032,B,Baby Boomer
3,1,Rudy Boesch,1.62,16.1,0.1,3,10,8,73,11,0.9,2.12,6,0,7,0,1,3.74,38,3,1,1,0.91,0.09,3.74,6,0,8,1,14,1,0.07,5,2,6,2,11,4,0.364,0,0,0,5,0.45,5,0.5,M,3/13/2000,72,Virginia Beach,VA,452745,Retired NAVY Seal,55-3018,B,Silent
2,1,Kelly Wiglesworth,5.87,16.1,0.36,2,6,0,73,11,0.55,3.82,11,3,7,0.428571429,1.34,12.26,39,2,1,5,0.55,0.45,9.69,6,1,8,4,14,5,0.36,5,2,6,3,11,5,0.455,0,0,0,0,0,6,0.86,F,3/13/2000,22,Kernville,CA,1395,River Rafting Guide,39-7012,N,X
1,1,Richard Hatch,1.87,16.1,0.12,0,10,6,73,11,0.9,2.55,7,4,7,0.571428571,1.59,7.84,39,1,1,1,0.91,0.09,4.41,6,0,8,1,14,1,0.07,5,2,6,3,11,5,0.455,0,0,0,4,0.36,6,0.6,M,3/13/2000,39,Newport,RI,24232,Corporate Trainer,13-1151,W,Baby Boomer
32,2,Debb Eaton,0,0.13,0,0,0,7,8,1,-0.88,0,0,0,7,0,-0.88,0,3,16,1,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0,0,0,0,1,1,0,0,F,10/23/2000,45,Milan,NH,1418,Corrections Officer,33-3012,B,Baby Boomer
31,2,Kel Gleason,0.25,0.38,0.67,0,0,7,8,1,-0.88,0,0,0,7,0,-0.21,0.25,6,15,1,1,0,1,0.25,0,0,0,0,0,0,#DIV/0!,1,1,2,1,3,2,0.667,0,0,0,1,1,0,0,M,10/23/2000,32,Fort Hood,TX,29589,Army Intelligence Officer,55-1019,W,X
30,2,Maralyn Hershey,0.39,0.66,0.59,0,1,5,15,2,0.33,1.56,1,0,7,0,0.93,1.95,9,14,1,1,0.5,0.5,1.95,0,0,0,0,0,0,#DIV/0!,2,2,3,1,5,3,0.6,0,0,0,2,1,0,0,F,10/23/2000,51,Wakefield,VA,720,Retired Police Officer,33-3051,B,Baby Boomer
29,2,Mitchell Olson,0.39,0.99,0.4,0,2,4,21,3,0.6,2.33,1,0,7,0,1,2.73,12,13,1,1,0.67,0.33,2.73,0,0,0,0,0,0,#DIV/0!,3,2,4,1,7,3,0.429,0,0,0,3,1,0,0,M,10/23/2000,23,Union City,NJ,69156,Singer/Songwriter,27-2042,N,X
28,2,Kimmi Kappenberg,0.57,1.33,0.43,1,1,6,15,2,0.3,1.4,1,0,7,0,0.73,1.97,15,12,1,1,0.5,0.5,1.97,0,0,0,0,0,0,#DIV/0!,4,1,5,3,9,4,0.444,0,0,0,2,1,0,0,F,10/23/2000,28,Ronkonkoma,NY,19082,Bartender,35-3011,B,X
27,2,Mike Skupin*,0.97,1.53,0.64,0,2,0,15,2,0.57,1.87,2,0,7,0,1.21,2.84,17,11,1,0,1,0,2.84,0,0,0,0,0,0,#DIV/0!,5,3,5,3,10,6,0.6,0,0,0,2,1,0,0,M,10/23/2000,38,White Lake,MI,31384,Software Publisher,15-1290,W,Baby Boomer
26,2,Jeff Varner,0.97,2.53,0.38,0,2,7,25,3,0.57,1.7,0,0,7,0,0.96,2.67,21,10,1,1,0.67,0.33,2.67,0,0,1,0,1,0,0,5,3,5,3,10,6,0.6,0,0,0,3,1,0,0,M,10/23/2000,34,New York,NY,8468000,Internet Projects Manager,21-Nov,W,X
25,2,Alicia Calaway,0.97,4.53,0.21,0,2,5,34,4,0.46,1.56,3,0,7,0,0.68,2.53,24,9,1,2,0.5,0.5,2.53,1,0,2,0,3,0,0,5,3,5,3,10,6,0.6,0,0,0,4,1,0,0,F,10/23/2000,32,New York,NY,8468000,Personal Trainer,39-9031,N,X
24,2,Jerri Manthey,2.09,6.09,0.34,0,4,12,48,6,0.63,1.17,2,0,7,0,0.97,3.26,27,8,1,2,0.67,0.33,3.26,1,1,3,0,4,1,0.25,6,3,5,2,11,5,0.455,0,0,0,6,1,-1,-0.17,F,10/23/2000,30,Los Angeles,CA,3898747,Aspiring Actress,27-2011,N,X
23,2,Nick Brown,1.97,7.03,0.28,0,3,4,49,6,0.49,1.75,5,0,7,0,0.77,3.72,30,7,1,3,0.5,0.5,3.72,1,0,4,1,5,1,0.2,6,3,5,3,11,6,0.545,0,0,0,6,1,-1,-0.2,M,10/23/2000,23,Steilacoom,WA,6211,Law Student,23-0000,W,X
22,2,Amber Brkich,0.59,9.09,0.07,0,5,6,61,8,0.61,1.75,6,0,7,0,0.68,2.34,33,6,1,3,0.63,0.38,2.34,2,0,5,0,7,0,0,6,2,5,2,11,4,0.364,0,0,0,8,1,0,0,F,10/23/2000,22,Beaver,PA,4420,Administrative Assistant,43-6014,W,X
21,2,Rodger Bingham,0.57,10.03,0.06,2,4,5,60,8,0.49,1.56,6,0,7,0,0.55,2.13,36,5,1,4,0.5,0.5,2.13,2,0,6,0,8,0,0,6,1,5,3,11,4,0.364,0,0,0,8,1,0,0,M,10/23/2000,53,Crittenden,KY,3848,Teacher/Farmer,25-2000,W,Baby Boomer
20,2,Elisabeth Filarski,0.97,12.03,0.08,0,4,5,64,9,0.44,1.38,7,0,7,0,0.52,2.35,39,4,1,5,0.44,0.56,2.35,3,0,7,0,10,0,0,6,3,5,3,11,6,0.545,0,0,0,9,1,0,0,F,10/23/2000,23,Newton,MA,88817,Footwear Designer,27-1022,N,X
19,2,Keith Famie,2.59,13.09,0.2,0,9,8,73,11,0.81,1.91,6,0,7,0,1.01,4.5,41,3,1,2,0.82,0.18,4.5,3,0,8,2,11,2,0.18,6,2,5,2,11,4,0.364,0,0,0,11,1,-2,-0.22,M,10/23/2000,40,West Bloomfield,MI,65916,Chef,35-1011,B,Baby Boomer
18,2,Colby Donaldson,8.09,13.09,0.62,0,10,5,73,11,0.9,2.83,9,3,7,0.43,1.95,13.49,42,2,1,1,0.91,0.09,10.92,3,2,8,5,11,7,0.64,6,3,5,2,11,5,0.455,0,0,0,8,0.73,-4,-0.67,M,10/23/2000,26,Dallas,TX,1300092,Auto Customizer,49-3021,N,X
17,2,Tina Wesson,0.59,13.09,0.05,0,11,0,73,11,1,7,10,4,7,0.57,1.62,11.02,42,1,1,0,1,0,7.59,3,0,8,0,11,0,0,6,2,5,2,11,4,0.364,0,0,0,7,0.64,4,0.36,F,10/23/2000,39,Knoxville,TN,185291,Personal Nurse,29-1140,B,Baby Boomer
48,3,Diane Ogden,0,0.13,0,0,0,6,8,1,-0.75,0,0,0,7,0,-0.75,0,3,16,1,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0,0,0,0,1,1,0,0,F,7/11/2001,42,Lincoln,NE,277348,Mail Carrier,43-5052,B,Baby Boomer
47,3,Jessie Camacho,0,0.39,0,0,1,6,16,2,0.31,1.4,1,0,7,0,0.31,1.4,6,15,1,1,0.5,0.5,1.4,0,0,0,0,0,0,#DIV/0!,1,0,2,0,3,0,0,0,0,0,1,0.5,1,0.5,F,7/11/2001,27,Orlando,FL,307573,Sheriff,33-3051,B,X
46,3,Carl Bilancione,0.39,0.73,0.541,1,0,4,8,1,-0.5,0,0,0,7,0,0.04,0.39,9,14,1,1,0,1,0.39,0,0,0,0,0,0,#DIV/0!,2,1,3,2,5,3,0.6,0,0,0,1,1,0,0,M,7/11/2001,46,Winter Springs,FL,34789,Dentist,29-1021,W,Baby Boomer
45,3,Linda Spencer,0.27,1.04,0.259,2,0,4,15,2,-0.13,0,1,0,7,0,0.13,0.27,12,13,1,2,0,1,0.27,0,0,0,0,0,0,#DIV/0!,3,0,4,2,7,2,0.286,0,0,0,1,0.5,1,0.5,F,7/11/2001,44,Boston,MA,675647,Career Counselor,21-1012,W,Baby Boomer
44,3,Silas Gaither,0.7,1.37,0.513,0,2,8,21,3,0.54,1.56,1,0,7,0,1.05,2.26,15,12,1,1,0.67,0.33,2.26,0,0,0,0,0,0,#DIV/0!,4,3,5,2,9,5,0.556,0,0,0,2,0.67,1,0.33,M,7/11/2001,23,Los Angeles,CA,3898747,Bartender,35-3011,B,X
43,3,Lindsey Richter,0.9,1.77,0.51,0,2,7,21,3,0.56,1.7,1,0,7,0,1.07,2.6,18,11,1,1,0.67,0.33,2.6,0,0,0,0,0,0,#DIV/0!,5,3,6,3,11,6,0.545,0,0,0,2,0.67,1,0.33,F,7/11/2001,27,Portland,OR,652503,Advertising Executive,41-3011,W,X
42,3,Clarence Black,0.87,2.79,0.31,0,2,12,32,4,0.41,0.88,1,0,7,0,0.72,1.74,21,10,1,2,0.5,0.5,1.74,0,0,1,0,1,0,0,5,2,6,3,11,5,0.455,0,0,0,3,0.75,1,0.25,M,7/11/2001,24,Detroit,MI,677116,Basketball Coach,27-2022,N,X
41,3,Kelly Goldsmith,0.87,4.79,0.181,1,4,5,41,5,0.78,2.49,4,0,7,0,0.96,3.36,24,9,1,1,0.8,0.2,3.36,1,0,2,0,3,0,0,5,2,6,3,11,5,0.455,0,0,0,1,0.2,4,0.8,F,7/11/2001,22,San Diego,CA,1394928,Behavior Analyst,19-3039,W,X
40,3,Brandon Quinton,1.4,6.27,0.224,1,4,6,48,6,0.65,1.87,4,0,7,0,0.87,3.27,27,8,1,2,0.67,0.33,3.27,1,0,3,0,4,0,0,6,4,6,3,12,7,0.583,0,0,0,2,0.33,4,0.67,M,7/11/2001,25,Dallas,TX,1300092,Bartender,35-3011,B,X
39,3,Frank Garrison,1.4,7.27,0.193,0,3,9,55,7,0.41,0.92,3,0,7,0,0.6,2.33,30,7,1,4,0.43,0.57,2.33,1,0,4,0,5,0,0,6,4,6,3,12,7,0.583,0,0,0,4,0.57,3,0.43,M,7/11/2001,43,Odessa,NY,557,Telephone Technician,49-2022,W,Baby Boomer
38,3,Kim Powers,0.9,9.27,0.097,1,5,4,61,8,0.62,2.19,6,0,7,0,0.71,3.09,33,6,1,3,0.63,0.38,3.09,2,0,5,0,7,0,0,6,3,6,3,12,6,0.5,0,0,0,2,0.25,6,0.75,F,7/11/2001,29,Conshohocken,PA,7956,Freelance Marketer,13-1161,W,X
37,3,Teresa Cooper,1.9,11.27,0.169,2,3,4,66,9,0.33,1.17,7,0,7,0,0.5,3.07,36,5,1,6,0.33,0.67,3.07,3,0,6,1,9,1,0.11,6,3,6,3,12,6,0.5,0,0,0,2,0.22,6,0.75,F,7/11/2001,42,Jackson,GA,4983,Flight Attendant,53-2031,B,Baby Boomer
36,3,Big Tom Buchanan,1.67,12.29,0.136,1,7,7,71,10,0.69,1.78,6,0,7,0,0.83,3.45,37,4,1,3,0.7,0.3,3.45,3,0,7,1,10,1,0.1,6,1,6,3,12,4,0.333,0,0,0,4,0.4,5,0.56,M,7/11/2001,46,Rich Valley,VA,712,Goat Farmer,45-2093,B,Baby Boomer
35,3,Lex Van de Berghe,5.87,13.29,0.441,0,9,10,74,11,0.81,1.64,6,0,7,0,1.25,7.5,38,3,1,2,0.82,0.18,7.5,3,2,8,3,11,5,0.45,6,2,6,3,12,5,0.417,0,0,0,5,0.45,1,0.13,M,7/11/2001,38,Santa Cruz,CA,64220,Marketing Manager,21-Nov,W,Baby Boomer
34,3,Mama Kim Johnson,2.87,13.29,0.216,0,11,1,74,11,1,5.6,9,2,7,0.29,1.5,10.18,39,2,1,0,1,0,8.47,3,0,8,2,11,2,0.18,6,2,6,3,12,5,0.417,0,0,0,2,0.18,7,0.78,F,7/11/2001,57,Oyster Bay,NY,6707,Retired Teacher,25-2000,W,Silent
33,3,Ethan Zohn,2.87,13.29,0.216,0,11,0,74,11,1,7,9,5,7,0.71,1.93,14.15,39,1,1,0,1,0,9.87,3,1,8,1,11,2,0.18,6,2,6,3,12,5,0.417,0,0,0,2,0.18,7,0.7,M,7/11/2001,27,New York,NY,8468000,Professional Soccer Player,27-2021,N,X
64,4,Peter Harkey,0,0.13,0,0,0,5,8,1,-0.63,0,0,0,7,0,-0.63,0,3,16,1,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0,0,0,0,1,1,0,0,M,11/12/2001,45,Millis,MA,8040,Bowling Alley Owner,13-0000,N,Baby Boomer
63,4,Patricia Jackson,0,0.41,0,0,1,5,15,2,0.33,1.56,0,0,7,0,0.33,1.56,6,15,1,1,0.5,0.5,1.56,0,0,0,0,0,0,#DIV/0!,1,0,2,0,3,0,0,0,0,0,2,1,0,0,F,11/12/2001,49,Lugoff,SC,7434,Truck Assembler,49-3000,B,Baby Boomer
62,4,Hunter Ellis,0,0.78,0,0,1,4,21,3,0.27,1.17,2,0,7,0,0.27,1.17,9,14,1,2,0.33,0.67,1.17,0,0,0,0,0,0,#DIV/0!,2,0,3,0,5,0,0,0,0,0,1,0.33,2,0.67,M,11/12/2001,33,La Jolla,CA,42808,Ex-Navy Fighter Pilot,55-1011,B,X
61,4,Sarah Jones,0,0.98,0,0,3,11,26,4,0.64,1.4,0,0,7,0,0.64,1.4,12,13,1,1,0.75,0.25,1.4,0,0,0,0,0,0,#DIV/0!,2,0,4,0,6,0,0,0,0,0,4,1,0,0,F,11/12/2001,24,Newport Beach,CA,87127,Account Manager,13-2050,W,X
60,4,Gabriel Cade,0.96,1.46,0.66,1,0,7,8,1,-0.88,0,0,0,7,0,-0.22,0.96,15,12,1,1,0,1,0.96,0,0,0,0,0,0,#DIV/0!,3,2,5,4,8,6,0.75,0,0,0,1,1,0,0,M,11/12/2001,23,Hollywood,CA,167664,Bartender,35-3011,B,X
59,4,Gina Crews,0.75,1.98,0.38,1,2,3,30,5,0.38,1.6,4,0,7,0,0.76,2.35,18,11,1,3,0.4,0.6,2.35,0,0,0,0,0,0,#DIV/0!,4,2,6,1,10,3,0.3,0,0,0,1,0.2,4,0.8,F,11/12/2001,28,Gainesville,FL,141085,Nature Guide,39-7011,N,X
58,4,Boston Rob Mariano,0.25,2.98,0.08,2,4,8,39,5,0.76,1.87,3,0,7,0,0.84,2.12,21,10,1,1,0.8,0.2,2.12,0,0,1,0,1,0,0,4,0,6,1,10,1,0.1,0,0,0,2,0.4,3,0.6,M,11/12/2001,26,Canton,MA,21679,Construction Worker,47-2061,B,X
57,4,John Carroll,0.56,4.96,0.11,4,2,8,27,3,0.57,1.56,1,0,7,0,0.68,2.12,24,9,1,1,0.67,0.33,2.12,1,0,2,0,3,0,0,4,2,6,2,10,4,0.4,0,0,0,2,0.67,1,0.33,M,11/12/2001,36,Omaha,NE,486051,Nurse,29-1140,B,X
56,4,Zoe Zanadakis,0.96,6.46,0.15,2,3,8,35,4,0.69,1.75,2,0,7,0,0.84,2.71,27,8,1,1,0.75,0.25,2.71,1,0,3,0,4,0,0,5,2,6,4,11,6,0.545,0,0,0,2,0.5,2,0.5,F,11/12/2001,35,Monhegan Island,ME,119,Fishing Boat Captain,53-5021,B,X
55,4,Tammy Leitner,3.01,8.46,0.36,3,3,5,42,5,0.58,1.87,4,0,7,0,0.93,4.88,30,7,1,2,0.6,0.4,4.88,2,0,4,2,6,2,0.33,5,2,6,4,11,6,0.545,0,0,0,1,0.2,2,0.67,F,11/12/2001,29,Mesa,AZ,471825,Crime Reporter,27-3023,W,X
54,4,Robert DeCanio,1.62,9.46,0.17,4,3,6,48,6,0.48,1.4,4,0,7,0,0.65,3.02,33,6,1,3,0.5,0.5,3.02,2,0,5,1,7,1,0.14,5,1,6,3,11,4,0.364,0,0,0,2,0.33,3,0.6,M,11/12/2001,38,College Point,NY,27307,Limousine Driver,53-3054,B,Baby Boomer
53,4,Sean Rector,1.75,11.48,0.15,3,7,7,74,10,0.69,1.78,7,0,7,0,0.84,3.53,36,5,1,3,0.7,0.3,3.53,3,1,6,0,9,1,0.11,5,1,6,1,11,2,0.182,0,0,0,3,0.3,6,0.6,M,11/12/2001,30,Los Angeles,CA,3898747,Teacher,25-2000,W,X
52,4,Paschal English*,2.84,12.46,0.23,1,8,0,58,9,0.89,6.22,9,0,7,0,1.12,9.07,37,4,1,1,0.89,0.11,9.07,3,1,7,0,10,1,0.1,5,4,6,4,11,8,0.727,0,0,0,0,0,8,0.89,M,11/12/2001,57,Thomaston,GA,9032,Judge,23-1023,W,Silent
51,4,Kathy Vavrick-O'Brien,4.51,13.46,0.34,0,7,5,61,10,0.69,2.18,7,0,7,0,1.03,6.69,38,3,1,3,0.7,0.3,6.69,3,1,8,2,11,3,0.27,5,4,6,4,11,8,0.727,0,0,0,3,0.3,4,0.5,F,11/12/2001,47,Burlington,VT,42452,Real Estate Agent,41-9022,W,Baby Boomer
50,4,Neleh Dennis,2.34,13.46,0.17,1,9,4,61,10,0.89,3.15,9,3,7,0.43,1.5,8.06,39,2,1,1,0.9,0.1,5.49,3,0,8,1,11,1,0.09,5,3,6,4,11,7,0.636,0,0,0,1,0.1,8,0.89,F,11/12/2001,21,Layton,UT,74143,Student,54-0000,?,X
49,4,Vecepia Towery,2.45,13.48,0.18,2,9,2,81,12,0.75,3.5,10,4,7,0.57,1.5,9.38,39,1,1,3,0.75,0.25,5.95,3,0,8,2,11,2,0.18,5,0,6,2,11,2,0.182,0,0,0,2,0.17,8,0.8,F,11/12/2001,36,Hayward,CA,158289,Office Manager,Nov-99,W,X
80,5,John Raymond,0,0.13,0,0,0,6,8,1,-0.75,0,0,0,7,0,-0.75,0,3,16,1,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0,0,0,0,1,1,0,0,M,6/10/2002,40,Slidell,LA,27942,Pastor,21-2011,N,Baby Boomer
79,5,Tanya Vance,0,0.41,0,0,1,5,15,2,0.33,1.56,1,0,7,0,0.33,1.56,6,15,1,1,0.5,0.5,1.56,0,0,0,0,0,0,#DIV/0!,1,0,2,0,3,0,0,0,0,0,1,0.5,1,0.5,F,6/10/2002,27,Kingsport,TN,53014,Social Worker,21-1020,W,X
78,5,Jed Hildebrand,0.41,0.74,0.552,0,0,5,8,1,-0.63,0,0,0,7,0,-0.07,0.41,9,14,1,1,0,1,0.41,0,0,0,0,0,0,#DIV/0!,2,1,3,2,5,3,0.6,0,0,0,1,1,0,0,M,6/10/2002,25,Dallas,TX,1300092,Dental Student,29-1021,W,X
77,5,Ghandia Johnson,0.33,1.08,0.309,0,1,5,21,3,0.25,1.04,1,0,7,0,0.56,1.37,12,13,1,2,0.33,0.67,1.37,0,0,0,0,0,0,#DIV/0!,3,1,4,1,7,2,0.286,0,0,0,2,0.67,1,0.33,F,6/10/2002,33,Denver,CO,715522,Legal Secretary,43-6012,W,X
76,5,Stephanie Dill,0.43,1.28,0.34,2,0,5,15,2,-0.17,0,1,0,7,0,0.17,0.43,15,12,1,2,0,1,0.43,0,0,0,0,0,0,#DIV/0!,3,1,5,2,8,3,0.375,0,0,0,1,0.5,1,0.5,F,6/10/2002,29,Fayetteville,AR,82830,Firefighter,33-2011,B,X
75,5,Robb Zbacnick,0.94,1.68,0.563,1,0,5,21,3,-0.08,0,2,0,7,0,0.48,0.94,18,11,1,3,0,1,0.94,0,0,0,0,0,0,#DIV/0!,4,3,6,3,10,6,0.6,0,0,0,1,0.33,2,0.67,M,6/10/2002,23,Scottsdale,AZ,236839,Bartender,35-3011,B,X
74,5,Shii Ann Huang,0.43,1.88,0.231,3,3,10,26,4,0.65,1.5,0,0,7,0,0.89,1.93,21,10,1,1,0.75,0.25,1.93,0,0,0,0,0,0,#DIV/0!,4,1,7,2,11,3,0.273,0,0,0,4,1,0,0,F,6/10/2002,28,New York,NY,8468000,Executive Recruiter,Nov-00,W,X
73,5,Erin Collins,0.94,2.13,0.444,2,4,3,30,5,0.78,3.2,4,0,7,0,1.22,4.14,24,9,1,1,0.8,0.2,4.14,0,0,0,0,0,0,#DIV/0!,4,3,8,3,12,6,0.5,0,0,0,1,0.2,4,0.8,F,6/10/2002,26,Austin,TX,931830,Real Estate Agent,41-9022,W,X
72,5,Ken Stafford,0.94,4.13,0.229,2,5,6,38,6,0.81,2.33,4,0,7,0,1.04,3.28,27,8,1,1,0.83,0.17,3.28,1,0,1,0,2,0,0,4,3,8,3,12,6,0.5,0,0,0,2,0.33,4,0.67,M,6/10/2002,30,Brooklyn,NY,2736074,Police Officer,33-3051,B,X
71,5,Penny Ramsey,0.94,6.13,0.154,1,5,5,45,7,0.7,2.22,4,0,7,0,0.85,3.17,30,7,1,2,0.71,0.29,3.17,2,0,2,0,4,0,0,4,3,8,3,12,6,0.5,0,0,0,3,0.43,4,0.57,F,6/10/2002,27,Plano,TX,283558,Pharmaceutical Saleswoman,41-4011,W,X
70,5,Jake Billingsley,0.94,8.13,0.116,1,5,7,51,8,0.61,1.59,5,0,7,0,0.72,2.53,33,6,1,3,0.63,0.38,2.53,3,0,3,0,6,0,0,4,3,8,3,12,6,0.5,0,0,0,3,0.38,5,0.63,M,6/10/2002,61,McKinney,TX,162898,Land Broker,41-9021,W,Silent
69,5,Ted Rogers,3.18,10.13,0.314,0,6,7,47,7,0.84,2.18,3,0,7,0,1.15,5.37,36,5,1,1,0.86,0.14,5.37,4,1,4,1,8,2,0.25,4,1,8,5,12,6,0.5,0,0,0,4,0.57,1,0.17,M,6/10/2002,37,Durham,NC,257636,Software Developer,15-1252,W,X
68,5,Helen Glover,2.93,11.13,0.264,1,6,5,51,8,0.74,2.33,2,0,7,0,1,5.27,37,4,1,2,0.75,0.25,5.27,4,1,5,1,9,2,0.22,4,1,8,4,12,5,0.417,0,0,0,6,0.75,0,0,F,6/10/2002,47,Middletown,RI,17303,Navy Swim Instructor,39-9031,N,Baby Boomer
67,5,Jan Gentry,1.18,12.13,0.098,0,7,5,54,9,0.77,2.42,3,0,7,0,0.86,3.6,38,3,1,2,0.78,0.22,3.6,4,0,6,0,10,0,0,4,1,8,5,12,6,0.5,0,0,0,6,0.67,3,0.33,F,6/10/2002,53,Tampa,FL,384959,Teacher,25-2000,W,Baby Boomer
66,5,Clay Jordan,2.18,12.13,0.18,0,8,3,54,9,0.88,3.56,1,3,7,0.43,1.49,8.31,39,2,1,1,0.89,0.11,5.74,4,0,6,1,10,1,0.1,4,1,8,5,12,6,0.5,0,0,0,8,0.89,0,0,M,6/10/2002,46,Monroe,LA,49598,Restaurant Owner,13-0000,W,Baby Boomer
65,5,Brian Heidik,6.18,12.13,0.51,0,9,0,54,9,1,7,4,4,7,0.57,2.08,16.61,39,1,1,0,1,0,13.18,4,2,6,3,10,5,0.5,4,1,8,5,12,6,0.5,0,0,0,5,0.56,-1,-0.17,M,6/10/2002,34,Quartz Hill,CA,10912,Used Car Salesman,41-2031,W,X
96,6,Ryan Aiken,0,0.13,0,0,0,4,8,1,-0.5,0,0,0,7,0,-0.5,0,3,16,1,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0,0,0,0,-6,-6,7,7,M,11/7/2002,23,Ellicott City,MD,65834,Model,41-9012,N,X
