PID,Season,contestant,ChW,ChA,ChW%,SO,VFB,VAP,TotV,TCA,TC%,wTCR,VFT,JVF,TotJ,JV%,SurvSc,SurvAv,Days,Finish,Time,nonVFB,VFB%,nVFB%,NoJ,InRCA,InRCW,InICA,InICW,InChA,InChW,InChW%,TRCA,TRCW,TICA,TICW,TChA,TChW,TChW%,TrCh 2nd,TrCh 3rd,Exile,TVA,VAT%,NI VFT,NI VFT%,Gender,Day 1 Filming date,Age,Hometown,State,Population of Hometown,Profession,Job Code (SOC),Collar,Generation
366,24,Tarzan Smith,0.58,11.68,0.05,3,7,12,87,10,0.69,1.23,6,0,9,0,0.74,1.8,36,6,1,3,0.7,0.3,1.8,3,0,7,0,10,0,0,8,2,5,2,13,4,0.308,0,0,0,4,0.4,6,0.6,M,8/1/2011,64,Houston,TX,2304580,Plastic Surgeon,29-1022,W,Baby Boomer
367,24,Alicia Rosa,1.8,12.81,0.14,0,7,5,83,10,0.69,2.18,8,0,9,0,0.83,3.97,37,5,1,3,0.7,0.3,3.97,3,0,8,1,11,1,0.09,8,4,5,1,13,5,0.385,0,0,0,2,0.2,7,0.78,F,8/1/2011,25,Chicago,IL,2696555,Special Education Teacher,25-2050,W,Y
368,24,Christina Cha,0.8,13.81,0.06,0,5,9,87,11,0.45,0.98,7,0,9,0,0.5,1.77,38,4,1,6,0.45,0.55,1.77,3,0,9,0,12,0,0,8,4,5,1,13,5,0.385,0,0,0,4,0.36,7,0.64,F,8/1/2011,29,West Hollywood,CA,36222,Career Consultant,21-1019,W,Y
369,24,Chelsea Meissner,3.05,13.81,0.22,0,9,4,80,10,0.9,3.15,7,0,9,0,1.12,6.2,39,3,1,1,0.9,0.1,6.2,3,1,9,1,12,2,0.17,8,5,5,2,13,7,0.538,0,0,0,3,0.3,5,0.56,F,8/1/2011,26,Charleston,SC,132609,Medical Saleswoman,41-9099,W,Y
370,24,Sabrina Robinson,1.08,13.81,0.08,1,9,2,80,10,0.9,4.2,8,2,9,0.22,1.2,6.61,39,2,1,1,0.9,0.1,5.28,3,0,9,0,12,0,0,8,5,5,2,13,7,0.538,0,0,0,2,0.2,8,0.8,F,8/1/2011,33,Brooklyn,NY,2736074,High School Teacher,25-2030,W,X
371,24,Kim Spradlin,6.08,13.81,0.44,0,9,3,80,10,0.9,3.6,8,7,9,0.78,2.11,14.35,39,1,1,1,0.9,0.1,9.68,3,1,9,4,12,5,0.42,8,5,5,2,13,7,0.538,0,0,0,2,0.2,3,0.5,F,8/1/2011,29,San Antonio,TX,1434625,Bridal Shop Owner,13-0000,N,Y
386,25,Zane Knight,0,0.17,0,0,0,5,6,1,-0.83,0,0,0,8,0,-0.83,0,3,18,1,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0,0,0,0,1,1,0,0,M,3/18/2012,28,Danville,VA,42082,Tire Repairman,49-3093,B,Y
382,25,Roxy Morris,0,0.37,0,0,1,4,11,2,0.32,1.75,1,0,8,0,0.32,1.75,6,17,1,1,0.5,0.5,1.75,0,0,0,0,0,0,#DIV/0!,0,0,2,0,2,0,0,0,0,0,1,0.5,1,0.5,F,3/18/2012,28,Brooklyn,NY,2736074,Seminary Student,21-2011,N,Y
379,25,Angie Layton,0,0.62,0,0,2,4,15,3,0.58,2.33,1,0,8,0,0.58,2.33,8,16,1,1,0.67,0.33,2.33,0,0,0,0,0,0,#DIV/0!,0,0,3,0,3,0,0,0,0,0,2,0.67,1,0.33,F,3/18/2012,20,Provo,UT,115264,Model/Student,41-9012,N,Y
295,25,Russ Swan,0,0.95,0,0,3,4,18,4,0.69,2.63,1,0,8,0,0.69,2.63,10,15,2,1,0.75,0.25,2.63,0,0,0,0,0,0,#DIV/0!,0,0,4,0,4,0,0,0,0,0,3,0.75,1,0.25,M,3/18/2012,45,Glenside,PA,8384,Attorney,23-1011,W,X
384,25,Dana Lambert*,0.52,1.09,0.47,1,0,0,0,0,-1,0,0,0,8,0,-0.53,0.52,12,14,1,0,#DIV/0!,#DIV/0!,0.52,0,0,0,0,0,0,#DIV/0!,1,0,4,2,5,2,0.4,1,0,0,0,#DIV/0!,0,#DIV/0!,F,3/18/2012,32,Winston-Salem,NC,241218,Cosmetologist,39-5012,B,X
385,25,Sarah Dawson,0.17,1.26,0.13,3,0,5,6,1,-0.83,0,0,0,8,0,-0.7,0.17,13,13,1,1,0,1,0.17,0,0,0,0,0,0,#DIV/0!,1,0,5,1,6,1,0.167,0,0,0,1,1,0,0,F,3/18/2012,28,Silver Spring,MD,71452,Insurance Saleswoman,41-3021,W,Y
381,25,Katie Hanson,0.27,1.66,0.16,2,1,4,11,2,0.32,1.75,1,0,8,0,0.48,2.02,16,12,1,1,0.5,0.5,2.02,0,0,0,0,0,0,#DIV/0!,2,0,6,1,8,1,0.125,1,0,0,1,0.5,1,0.5,F,3/18/2012,22,Newark,DE,33817,Former Miss Delaware,41-9012,N,Y
383,25,RC Saint-Amour,0.92,2.66,0.35,2,0,4,11,1,-0.36,0,0,0,8,0,-0.02,0.92,19,11,1,1,0,1,0.92,0,0,1,0,1,0,0,2,1,6,3,8,4,0.5,2,0,0,1,1,0,0,F,3/18/2012,27,New York,NY,8468000,Investment Banker,41-3031,W,Y
377,25,Jeff Kent,0.88,3.86,0.23,0,3,5,32,4,0.71,2.33,3,0,8,0,0.94,3.22,22,10,1,1,0.75,0.25,3.22,0,0,2,0,2,0,0,3,1,6,2,9,3,0.333,2,0,0,1,0.25,3,0.75,M,3/18/2012,44,Austin,TX,931830,Former MLB Player,27-2021,N,X
376,25,Artis Silvester,1.25,5.11,0.24,1,2,5,30,3,0.61,2.07,2,0,8,0,0.86,3.33,25,9,1,1,0.67,0.33,3.33,0,0,3,0,3,0,0,4,1,6,4,10,5,0.5,2,0,0,1,0.33,2,0.67,M,3/18/2012,53,Terrytown,LA,23319,Computer Engineer,17-2061,W,Baby Boomer
378,25,Pete Yurkowski,1.5,6.36,0.24,0,2,9,38,4,0.44,1.08,1,0,8,0,0.68,2.58,27,8,1,2,0.5,0.5,2.58,0,0,4,0,4,0,0,5,2,6,4,11,6,0.545,2,0,0,3,0.75,1,0.25,M,3/18/2012,24,Holmdel,NJ,16662,Engineer Graduate/Model,17-2000,W,Y
189,25,Jonathan Penner,2.33,7.36,0.32,0,4,9,56,7,0.55,1.23,3,0,8,0,0.87,3.56,30,7,3,3,0.57,0.43,3.56,0,0,5,1,5,1,0.2,5,3,6,2,11,5,0.455,2,0,0,4,0.57,2,0.33,M,3/18/2012,50,Los Angeles,CA,3898747,Writer,27-3043,N,Baby Boomer
375,25,Carter Williams,3.38,9.36,0.36,0,5,5,62,8,0.61,1.94,7,0,8,0,0.98,5.33,33,6,1,3,0.63,0.38,5.33,1,0,6,2,7,2,0.29,5,3,6,2,11,5,0.455,2,0,0,1,0.13,5,0.83,M,3/18/2012,24,Shawnee,KS,65046,Track Coach,27-2022,N,Y
380,25,Abi-Maria Gomes,1.48,11.36,0.13,6,2,6,56,7,0.27,0.8,3,0,8,0,0.4,2.28,36,5,1,5,0.29,0.71,2.28,2,0,7,1,9,1,0.11,5,2,6,0,11,2,0.182,1,0,0,4,0.57,2,0.33,F,3/18/2012,32,Los Angeles,CA,3898747,Business Student,13-0000,W,X
373,25,Malcolm Freberg,5.21,13.36,0.39,0,9,6,78,12,0.74,2.1,9,0,8,0,1.13,7.31,38,4,1,3,0.75,0.25,7.31,3,2,8,2,11,4,0.36,5,4,6,2,11,6,0.545,0,0,0,3,0.25,5,0.5,M,3/18/2012,25,Hermosa Beach,CA,19860,Bartender,35-3011,B,Y
27,25,Mike Skupin,4.05,13.36,0.3,1,6,0,60,8,0.75,5.25,8,1,8,0.13,1.18,10.05,39,2,2,2,0.75,0.25,9.3,3,1,8,2,11,3,0.27,5,1,6,3,11,4,0.364,2,0,0,0,0,5,0.83,M,3/18/2012,50,White Lake,MI,31384,Professional Speaker,01-0000,N,Baby Boomer
374,25,Lisa Whelchel,0.99,13.36,0.07,2,5,0,60,8,0.63,4.38,8,1,8,0.13,0.82,6.12,39,2,1,3,0.63,0.38,5.37,3,0,8,0,11,0,0,5,2,6,3,11,5,0.455,1,0,0,0,0,8,1,F,3/18/2012,49,Dallas,TX,1300092,Former TV Teen Star,27-2011,N,Baby Boomer
372,25,Denise Stapley,1.65,13.36,0.12,0,11,6,89,14,0.78,2.2,10,6,8,0.75,1.65,8.35,39,1,1,3,0.79,0.21,3.85,3,0,8,1,11,1,0.09,5,3,6,0,11,3,0.273,0,0,0,4,0.29,9,0.69,F,3/18/2012,41,Cedar Rapids,IA,130405,Sex Therapist,21-1013,W,X
337,26,Francesca Hogi,0.1,0.2,0.5,0,0,6,10,1,-0.6,0,0,0,8,0,-0.1,0.1,3,20,2,1,0,1,0.1,0,0,0,0,0,0,#DIV/0!,1,1,1,0,2,1,0.5,0,0,0,1,1,0,0,F,5/21/2012,38,Brooklyn,NY,2736074,Attorney,23-1011,W,X
395,26,Allie Pohevitz,0.1,0.31,0.32,0,0,6,10,1,-0.6,0,0,0,8,0,-0.28,0.1,5,19,1,1,0,1,0.1,0,0,0,0,0,0,#DIV/0!,1,0,2,1,3,1,0.333,0,0,0,1,1,0,0,F,5/21/2012,25,Oceanside,NY,32109,Bartender,35-3011,B,Y
396,26,Hope Driskill,0.1,0.42,0.24,0,0,3,19,2,-0.08,0,1,0,8,0,0.16,0.1,7,18,1,2,0,1,0.1,0,0,0,0,0,0,#DIV/0!,1,0,3,1,4,1,0.25,0,0,0,1,0.5,1,0.5,F,5/21/2012,23,Jefferson City,MO,43169,Pre-Law Student,23-0000,W,Y
394,26,Shamar Thomas*,0.1,0.55,0.18,0,1,7,19,2,0.15,0.49,0,0,8,0,0.33,0.59,10,17,1,1,0.5,0.5,0.59,0,0,0,0,0,0,#DIV/0!,2,0,3,1,5,1,0.2,0,0,0,2,1,0,0,M,5/21/2012,27,Brooklyn,NY,2736074,Iraq War Veteran,55-0000,B,Y
390,26,Laura Alexander,0.1,0.69,0.14,1,2,6,26,3,0.59,1.87,2,0,8,0,0.73,1.97,10,16,1,1,0.67,0.33,1.97,0,0,0,0,0,0,#DIV/0!,2,0,4,1,6,1,0.167,0,0,0,1,0.33,2,0.67,F,5/21/2012,23,Washingto,DC,668971,Administrative Officer,12-Nov,W,Y
340,26,Brandon Hantz,0.76,0.86,0.88,0,0,8,19,2,-0.21,0,1,0,8,0,0.67,0.76,13,15,2,2,0,1,0.76,0,0,0,0,0,0,#DIV/0!,3,3,4,3,7,6,0.857,0,0,0,1,0.5,1,0.5,M,5/21/2012,21,Katy,TX,16158,Chemical Disposal,51-8091,B,Y
391,26,Matt Bischoff,0.1,1,0.1,0,2,4,33,4,0.47,1.75,3,0,8,0,0.57,1.85,16,14,1,2,0.5,0.5,1.85,0,0,0,0,0,0,#DIV/0!,3,0,5,1,8,1,0.125,0,0,0,1,0.25,3,0.75,M,5/21/2012,38,Cincinnati,OH,309317,BMX Bike Salesman,41-2031,W,X
389,26,Julia Landauer,0.1,1.33,0.08,0,3,5,39,5,0.57,1.87,3,0,8,0,0.65,1.97,19,13,1,2,0.6,0.4,1.97,0,0,0,0,0,0,#DIV/0!,4,0,6,1,10,1,0.1,0,0,0,2,0.4,3,0.6,F,5/21/2012,21,Stanford,CA,13809,Racecar Driver,27-2021,N,Y
254,26,Corinne Kaplan,0.61,2.33,0.26,1,4,7,44,5,0.77,2.04,4,0,8,0,1.03,2.65,22,12,1,1,0.8,0.2,2.65,0,0,5,1,5,1,0.2,4,3,6,2,10,5,0.5,0,0,0,1,0.2,3,0.75,F,5/21/2012,33,Los Angeles,CA,3898747,Pharmaceutical Sales,41-4011,W,X
392,26,Michael Snow,0.3,3.53,0.08,0,3,10,62,7,0.41,0.86,5,0,8,0,0.49,1.16,25,11,1,4,0.43,0.57,1.16,0,0,2,0,2,0,0,5,1,6,1,11,2,0.182,0,0,0,2,0.29,5,0.71,M,5/21/2012,44,New York,NY,8468000,Event Planner,13-1121,W,X
328,26,Phillip Sheppard,0.96,4.73,0.2,1,5,5,65,7,0.7,2.22,5,0,8,0,0.91,3.18,28,10,2,2,0.71,0.29,3.18,0,0,3,0,3,0,0,6,4,6,3,12,7,0.583,0,0,0,2,0.29,5,0.71,M,5/21/2012,54,Santa Monica,CA,93220,Software Sales,41-2022,W,Baby Boomer
373,26,Malcolm Freberg,1.23,5.73,0.22,0,3,3,61,6,0.49,2,4,0,8,0,0.71,3.23,30,9,2,3,0.5,0.5,3.23,0,0,4,0,4,0,0,6,4,6,5,12,9,0.75,0,0,0,2,0.33,4,0.67,M,5/21/2012,26,Hermosa Beach,CA,19860,Bartender,35-3011,B,Y
388,26,Reynold Toepfer,1.98,6.73,0.29,0,2,8,76,8,0.24,0.58,4,0,8,0,0.53,2.56,31,8,2,6,0.25,0.75,2.56,0,0,1,0,1,0,0,6,3,6,3,12,6,0.5,0,0,0,4,0.5,4,0.5,M,5/21/2012,30,San Francisco,CA,864816,Real Estate Salesman,41-9022,W,Y
327,26,Andrea Boehlke,2.07,7.73,0.27,1,6,13,76,8,0.73,1.24,4,0,8,0,1,3.3,33,7,2,2,0.75,0.25,3.3,0,0,6,1,6,1,0.17,6,3,6,5,12,8,0.667,0,0,0,4,0.5,3,0.43,F,5/21/2012,23,New York,NY,8468000,Entertainment Host and Writer,27-3023,N,Y
311,26,Brenda Lowe,3.07,9.73,0.32,1,5,5,82,9,0.55,1.73,7,0,8,0,0.86,4.79,36,6,2,4,0.56,0.44,4.79,1,1,7,1,8,2,0.25,6,3,6,5,12,8,0.667,0,0,0,2,0.22,5,0.63,F,5/21/2012,30,Miami,FL,441003,Paddleboard Company Owner,13-0000,N,Y
239,26,Erik Reichenbach*,2.47,9.73,0.25,1,6,2,82,9,0.59,1.53,7,0,8,0,0.85,3.99,36,5,2,3,0.67,0.33,3.99,1,0,7,1,8,1,0.13,6,5,6,5,12,10,0.833,0,0,0,2,0.22,6,0.75,F,5/21/2012,27,Santa Clarita,CA,182371,Comic Book Artist,27-1013,N,Y
393,26,Eddie Fox,0.78,11.73,0.07,0,2,12,93,11,0.17,0.32,5,0,8,0,0.24,1.09,38,4,1,9,0.18,0.82,1.09,2,0,8,0,10,0,0,6,2,6,3,12,5,0.417,0,0,0,6,0.55,5,0.45,M,5/21/2012,23,East Brunswick,NJ,48495,Fireman/EMT,33-2011,B,Y
343,26,Dawn Meehan,1.65,11.73,0.14,2,9,2,99,12,0.75,3.5,10,0,8,0,0.89,5.15,39,2,2,3,0.75,0.25,5.15,2,0,8,1,10,1,0.1,6,3,6,2,12,5,0.417,0,0,0,2,0.17,9,0.82,F,5/21/2012,42,South Jordan,UT,66648,English professor,25-1123,W,X
387,26,Sherri Biethman,0.41,11.73,0.03,2,9,6,93,11,0.81,2.29,9,0,8,0,0.85,2.7,39,2,1,2,0.82,0.18,2.7,2,0,8,0,10,0,0,6,1,6,2,12,3,0.25,0,0,0,2,0.18,9,0.82,F,5/21/2012,41,Boise,ID,145987,Fast Food Franchisee,13-0000,W,X
349,26,John Cochran,5.03,11.73,0.43,1,8,0,99,12,0.67,4.67,12,8,8,1,2.1,15.7,39,1,2,4,0.67,0.33,9.7,2,1,8,3,10,4,0.4,6,4,6,3,12,7,0.583,0,0,0,0,0,8,0.89,M,5/21/2012,25,Washingto,DC,668971,Harvard Law Student,23-0000,W,Y
104,27,Rupert Boneham,0,0.5,0,0,0,0,10,1,0,0,1,0,8,0,0,0,4.5,20,4,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,#DIV/0!,0,0,4,0,0,1,1,M,5/19/2013,49,Indianapolis,IN,887642,Troubled Teens Mentor,21-1019,N,Baby Boomer
362,27,Colton Cumbie*,0.24,0.24,1,0,1,0,10,1,0.26,1.08,1,0,8,0,1.26,1.31,7.5,19,2,0,1,0,1.31,0,0,0,0,0,0,#DIV/0!,0,0,2,2,2,2,1,0,0,0,0,0,1,1,M,5/19/2013,22,Monroeville,AL,6110,Student Teacher,25-2000,W,Y
405,27,Rachel Foulger,0,0.74,0,0,1,5,27,3,0.27,1.04,2,0,8,0,0.27,1.04,7.5,18,1,2,0.33,0.67,1.04,0,0,0,0,0,0,#DIV/0!,0,0,2,0,2,0,0,0,0,1,1,0.33,2,0.67,F,5/19/2013,33,Orem,UT,94457,Cocktail Waitress/Graphic Designer,35-3031,B,X
406,27,Marissa Peterson,0.5,1.61,0.31,0,0,10,19,2,-0.26,0,0,0,8,0,0.05,0.5,9.5,17,1,2,0,1,0.5,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0,0,0,6,2,1,0,0,F,5/19/2013,21,Chapel Hill,NC,59568,Student,54-0000,B,Y
190,27,Candice Cody,1.25,2,0.63,0,0,6,10,1,-0.6,0,0,0,8,0,0.03,1.25,11.5,16,3,1,0,1,1.25,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,#DIV/0!,0,0,10,1,1,0,0,F,5/19/2013,30,Washingto,DC,668971,Physician,29-1229,W,Y
400,27,Brad Culpepper,0.25,1.55,0.16,0,4,4,40,5,0.78,2.8,3,0,8,0,0.94,3.05,14.5,15,1,1,0.8,0.2,3.05,0,0,0,0,0,0,#DIV/0!,0,0,4,0,4,0,0,0,0,4,2,0.4,3,0.6,M,5/19/2013,44,Tampa,FL,384959,Attorney/Retired NFL Player,23-1011,N,X
360,27,Kat Edorsson,0.25,1.41,0.18,2,2,5,24,3,0.6,2.07,2,0,8,0,0.78,2.33,17.5,14,2,1,0.67,0.33,2.33,0,0,0,0,0,0,#DIV/0!,0,0,6,2,6,2,0.333,0,0,1,1,0.33,2,0.67,F,5/19/2013,23,Orlando,FL,307573,Full-Time Student/Sales,54-0000,?,Y
398,27,John Cody,1.75,3.38,0.52,0,3,8,34,4,0.69,1.75,2,0,8,0,1.21,3.5,19.5,13,1,1,0.75,0.25,3.5,0,0,0,0,0,0,#DIV/0!,0,0,3,0,3,0,0,0,0,11,2,0.5,2,0.5,M,5/19/2013,30,Washingto,DC,668971,Physician/Army Orthopedic Surgery Resident,29-1229,W,Y
404,27,Laura Boneham,0.55,2.11,0.26,1,2,11,29,4,0.41,0.93,1,0,8,0,0.66,1.48,19.5,12,1,2,0.5,0.5,1.48,0,0,0,0,0,0,#DIV/0!,0,0,7,4,7,4,0.571,0,0,1,3,0.75,1,0.25,F,5/19/2013,44,Indianapolis,IN,887642,Merchandiser,27-1026,W,X
167,27,Aras Baskauskas,0.91,2.61,0.35,0,1,7,29,3,0.25,0.85,2,0,8,0,0.6,1.76,25.5,11,2,2,0.33,0.67,1.76,0,0,1,0,1,0,0,0,0,7,6,7,6,0.857,0,0,4,1,0.33,2,0.67,M,5/19/2013,31,Santa Monica,CA,93220,Musician,27-2042,N,Y
401,27,Vytas Baskauskas,1.7,4.11,0.41,0,6,10,72,9,0.65,1.33,6,0,8,0,1.06,3.03,27.5,10,1,3,0.67,0.33,3.03,0,0,2,1,2,1,0.5,0,0,7,1,7,1,0.143,0,0,5,3,0.33,5,0.63,M,5/19/2013,33,Santa Monica,CA,93220,Yoga Instructor/Math Professor,39-9031,N,X
397,27,Caleb Bankston,0.57,6.61,0.09,0,9,4,85,10,0.9,3.15,8,0,8,0,0.98,3.72,30.5,9,1,1,0.9,0.1,3.72,0,0,5,0,5,0,0,0,0,7,3,7,3,0.429,0,0,1,2,0.2,8,0.8,M,5/19/2013,26,Crossville,AL,1848,Post Office Manager/Farmer,11-1021,W,Y
399,27,Katie Collins,1.2,7.61,0.16,0,7,4,102,13,0.54,1.88,9,0,8,0,0.69,3.08,33.5,8,1,6,0.54,0.46,3.08,0,0,6,1,6,1,0.17,0,0,7,1,7,1,0.143,0,0,1,4,0.31,8,0.67,F,5/19/2013,25,New York,NY,8468000,Hedge Fund Support,13-2051,W,Y
402,27,Hayden Moss,0.57,8.61,0.07,0,8,6,96,12,0.66,1.87,9,0,8,0,0.73,2.43,36.5,7,1,4,0.67,0.33,2.43,0,0,7,0,7,0,0,0,0,7,3,7,3,0.429,0,0,1,3,0.25,9,0.75,M,5/19/2013,27,Tempe,AZ,175826,Real Estate,41-9022,W,Y
291,27,Laura Morett.,3.3,8.75,0.38,1,4,19,56,6,0.61,0.81,1,0,8,0,0.99,4.11,36.5,6,2,2,0.67,0.33,4.11,0,0,4,0,4,0,0,0,0,5,4,5,4,0.8,0,0,16,5,0.83,1,0.17,F,5/19/2013,43,Salem,OR,164549,Fitness Instructor,39-9031,N,X
403,27,Ciera Eastin,1.37,9.11,0.15,0,8,13,101,13,0.61,1.01,6,0,8,0,0.76,2.38,37.5,5,1,5,0.62,0.38,2.38,0,0,8,1,8,1,0.13,0,0,7,2,7,2,0.286,0,0,0,7,0.54,5,0.42,F,5/19/2013,24,Salem,OR,164549,Cosmetology Student,39-5012,B,Y
17,27,Tina Wesson,1.88,8.61,0.22,1,5,10,68,9,0.54,1.11,6,0,8,0,0.76,2.99,38.5,4,3,4,0.56,0.44,2.99,0,0,5,0,5,0,0,0,0,7,3,7,3,0.429,0,0,12,3,0.33,6,0.67,F,5/19/2013,52,Knoxville,TN,185291,Motivational Speaker,01-0000,N,Baby Boomer
7,27,Gervase Peterson,1.91,10.11,0.19,0,10,4,83,11,0.9,3.18,6,0,8,0,1.09,5.09,39.5,3,2,1,0.91,0.09,5.09,0,0,9,1,9,1,0.11,0,0,7,6,7,6,0.857,0,0,0,5,0.45,5,0.5,M,5/19/2013,43,Willingboro,NJ,31668,Cigar Lounge Owner,13-0000,N,X
368,27,Monica Culpepper,3.4,10.11,0.34,2,12,4,94,13,0.92,3.23,10,1,8,0.125,1.38,7.38,39.5,2,2,1,0.92,0.08,6.63,0,0,9,3,9,3,0.33,0,0,7,3,7,3,0.429,0,0,0,3,0.23,7,0.7,F,5/19/2013,42,Tampa,FL,384959,Homemaker,00-0000,?,X
273,27,Tyson Apostol,2.91,10.11,0.29,0,9,2,83,11,0.82,3.82,9,7,8,0.875,1.98,11.98,39.5,1,3,2,0.82,0.18,6.73,0,0,9,2,9,2,0.22,0,0,7,6,7,6,0.857,0,0,0,2,0.18,7,0.78,M,5/19/2013,34,Heber,UT,17290,Former Pro Cyclist/Shop Manager,27-2021,N,X
424,28,David Samson,0,0.17,0,0,0,4,6,1,-0.67,0,0,0,9,0,-0.67,0,3,18,1,1,0,1,0,0,0,0,0,0,0,#DIV/0!,0,0,1,0,1,0,0,0,0,0,1,1,0,0,M,7/11/2013,45,Plantation,FL,4919,Miami Marlins President,13-0000,W,X
417,28,Garrett Adelstein,0,0.37,0,0,1,3,11,2,0.36,2,1,0,9,0,0.36,2,6,17,1,1,0.5,0.5,2,0,0,0,0,0,0,#DIV/0!,0,0,2,0,2,0,0,0,0,0,1,0.5,1,0.5,M,7/11/2013,27,Santa Monica,CA,93220,Professional Poker Player,27-2021,N,Y
423,28,Brice Johnston,0.17,0.62,0.27,1,0,2,6,1,-0.33,0,0,0,9,0,-0.06,0.17,8,16,1,1,0,1,0.17,0,0,0,0,0,0,#DIV/0!,0,0,3,1,3,1,0.333,0,0,0,1,1,0,0,M,7/11/2013,27,Philadelphia,PA,1576251,Social Worker,21-1020,W,Y
419,28,J'Tia Taylor,0.13,1.12,0.11,0,2,7,15,3,0.51,1.7,0,0,9,0,0.62,1.82,11,15,1,1,0.67,0.33,1.82,0,0,0,0,0,0,#DIV/0!,1,0,4,0,5,0,0,1,0,0,3,1,0,0,F,7/11/2013,31,Chicago,IL,2696555,Nuclear Engineer,17-2161,W,Y
421,28,Cliff Robinson,0.73,1.43,0.51,1,0,4,7,1,-0.57,0,0,0,9,0,-0.06,0.73,14,14,1,1,0,1,0.73,0,0,0,0,0,0,#DIV/0!,2,1,5,1,7,2,0.286,3,0,0,1,1,0,0,M,7/11/2013,46,Newark,NJ,281944,Former NBA All-Star,27-2021,N,X
422,28,Lindsey Ogle*,0.55,1.43,0.39,2,0,0,7,1,-0.46,0,1,0,9,0,-0.08,0.55,14,13,1,1,0,1,0.55,0,0,0,0,0,0,#DIV/0!,2,1,5,1,7,2,0.286,2,0,0,0,0,1,1,F,7/11/2013,29,Kokomo,IN,57995,Hairstylist,39-5012,B,Y
418,28,Alexis Maxwell,0.68,1.83,0.37,3,1,8,13,2,0.19,1.17,0,0,9,0,0.57,1.85,16,12,1,1,0.5,0.5,1.85,0,0,0,0,0,0,#DIV/0!,3,1,6,2,9,3,0.333,1,0,0,2,1,0,0,F,7/11/2013,21,Addison,IL,37208,Student,54-0000,?,Y
416,28,Sarah Lacina,0.83,2.83,0.29,1,1,6,18,2,0.33,1.4,1,0,9,0,0.63,2.23,19,11,1,1,0.5,0.5,2.23,0,0,1,0,1,0,0,3,0,6,3,9,3,0.333,2,0,0,1,0.5,1,0.5,F,7/11/2013,29,Cedar Rapids,IA,130405,Police Officer,33-3051,B,Y
420,28,Morgan McLeod,0.72,4.03,0.18,3,1,8,34,4,0.19,0.58,2,0,9,0,0.37,1.3,22,10,1,3,0.25,0.75,1.3,0,0,2,0,2,0,0,4,1,6,2,10,3,0.3,1,0,0,2,0.5,2,0.5,F,7/11/2013,21,San Jose,CA,1026908,Ex-NFL Cheerleader,27-2021,N,Y
414,28,LJ McKanas,1.51,5.36,0.28,0,3,8,43,5,0.56,1.4,2,0,9,0,0.84,2.91,25,9,1,2,0.6,0.4,2.91,0,0,3,0,3,0,0,5,4,6,3,11,7,0.636,1,0,0,3,0.6,2,0.4,M,7/11/2013,34,Boston,MA,675647,Horse Trainer,39-2011,N,X
415,28,Jeremiah Wood,1.72,6.61,0.26,0,2,9,51,6,0.3,0.72,2,0,9,0,0.56,2.43,28,8,1,4,0.33,0.67,2.43,0,0,4,0,4,0,0,6,4,6,3,12,7,0.583,1,0,0,4,0.67,2,0.33,M,7/11/2013,34,Dobson,NC,1573,Male Model,41-9012,N,X
412,28,Jefra Bland,1.76,7.61,0.23,1,5,9,58,7,0.69,1.54,4,0,9,0,0.92,3.3,30,7,1,2,0.71,0.29,3.3,0,0,5,0,5,0,0,6,5,6,3,12,8,0.667,1,0,0,3,0.43,4,0.57,F,7/11/2013,22,Campbellsville,KY,11237,Miss Kentucky Teen USA,41-9012,N,Y
409,28,Tasha Fox,3.54,8.94,0.4,1,6,4,73,10,0.59,2.1,8,0,9,0,0.99,5.64,33,6,1,4,0.6,0.4,5.64,0,0,6,3,6,3,0.5,7,1,6,1,13,2,0.154,1,0,0,2,0.2,5,0.71,F,7/11/2013,37,St. Louis,MO,315685,Accountant,13-2011,W,X
413,28,Trish Hegarty,1.33,10.94,0.12,1,5,5,63,8,0.62,1.94,5,0,9,0,0.74,3.27,36,5,1,3,0.63,0.38,3.27,1,0,7,0,8,0,0,7,2,6,3,13,5,0.385,3,0,0,3,0.38,5,0.63,F,7/11/2013,48,Needham,MA,28886,Pilates Teacher,39-9031,N,X
410,28,Spencer Bledsoe,4.41,11.94,0.37,0,6,8,82,12,0.49,1.17,7,0,9,0,0.86,5.58,37,4,1,6,0.5,0.5,5.58,1,0,8,3,9,3,0.33,7,4,6,1,13,5,0.385,1,0,0,5,0.42,4,0.44,M,7/11/2013,21,Chicago,IL,2696555,Economics Student,13-0000,W,Y
411,28,Kass McQuillen,1.63,12.94,0.13,1,9,2,85,13,0.69,3.23,10,0,9,0,0.82,4.86,38,3,1,4,0.69,0.31,4.86,1,0,9,1,10,1,0.1,7,1,6,1,13,2,0.154,1,0,0,3,0.23,9,0.75,F,7/11/2013,41,Tehachapi,CA,13021,Attorney,23-1011,W,X
